Passenger Id,Title,First Name,Last Name,Sex,Age,Sibling/Spouse Aboard,Parent/Children Aboard,Passenger Class,Fare,Embarkation Port,Survival Boat,Body Number,Survived,age_group,family_size
553, Mr, Reginald Harry,Rogers,male,19,0,0,2,10.5,S,DNS,BNR,0,Adults,0
554, Miss, Emily,Rugg,female,21,0,0,2,10.5,S,12,S,1,Adults,0
555, Mr, August,Schmidt,male,26,0,0,2,13,S,DNS,BNR,0,Adults,0
556, Mr, Charles Frederick Waddington,Sedgwick,male,25,0,0,2,13,S,DNS,BNR,0,Adults,0
557, Mr, Percival James R,Sharp,male,27,0,0,2,26,S,DNS,BNR,0,Adults,0
558, Mrs, William (Imanita Parrish Hall),Shelley,female,25,0,1,2,26,S,12,S,1,Adults,1
559, Miss, Lyyli Karoliina,Silven,female,18,0,2,2,13,S,16,S,1,Teenagers,2
560, Miss, Maude,Sincock,female,20,0,0,2,36.75,S,11,S,1,Adults,0
561, Miss, Anna,Sinkkonen,female,30,0,0,2,13,S,10,S,1,Adults,0
562, Mr, Ernst Adolf,Sjostedt,male,59,0,0,2,13.5,S,DNS,BNR,0,Seniors,0
563, Miss, Hilda Mary,Slayter,female,30,0,0,2,12.35,Q,13,S,1,Adults,0
564, Mr, Richard James,Slemen,male,35,0,0,2,10.5,S,DNS,BNR,0,Adults,0
565, Miss, Marion Elsie,Smith,female,40,0,0,2,13,S,9,S,1,Adults,0
566, Mr, Samuel James Hayden,Sobey,male,25,0,0,2,13,S,DNS,BNR,0,Adults,0
567, Mr, Samuel Ward,Stanton,male,41,0,0,2,15.0458,C,DNS,BNR,0,Adults,0
568, Mr, Philip Joseph,Stokes,male,25,0,0,2,10.5,S,DNS,81,0,Adults,0
569, Mr, George,Swane,male,18.5,0,0,2,13,S,DNS,294,0,Teenagers,0
570, Mr, George Frederick,Sweet,male,14,0,0,2,65,S,DNS,BNR,0,Teenagers,0
571, Miss, Ellen,Toomey,female,50,0,0,2,10.5,S,9,S,1,Adults,0
572, Mr, Moses Aaron,Troupiansky,male,23,0,0,2,13,S,DNS,BNR,0,Adults,0
573, Mrs, William H (Jessie L),Trout,female,28,0,0,2,12.65,S,DNS,S,1,Adults,0
574, Miss," Edwina Celia ""Winnie""",Troutt,female,27,0,0,2,10.5,S,16,S,1,Adults,0
575, Mr, William John Robert,Turpin,male,29,1,0,2,21,S,DNS,BNR,0,Adults,1
576, Mrs, William John Robert (Dorothy Ann Wonnacott),Turpin,female,27,1,0,2,21,S,DNS,BNR,0,Adults,1
577, Mr, James,Veal,male,40,0,0,2,13,S,DNS,BNR,0,Adults,0
578, Miss, Nellie,Walcroft,female,31,0,0,2,21,S,14,S,1,Adults,0
579, Mr, John James,Ware,male,30,1,0,2,21,S,DNS,BNR,0,Adults,1
580, Mr, William Jeffery,Ware,male,23,1,0,2,10.5,S,DNS,BNR,0,Adults,1
581, Mrs, John James (Florence Louise Long),Ware,female,31,0,0,2,21,S,10,S,1,Adults,0
582, Mr, Ennis Hastings,Watson,male,30,0,0,2,0,S,DNS,BNR,0,Adults,0
583, Miss, Bertha J,Watt,female,12,0,0,2,15.75,S,9,S,1,Teenagers,0
584, Mrs," James (Elizabeth ""Bessie"" Inglis Milne)",Watt,female,40,0,0,2,15.75,S,9,S,1,Adults,0
585, Miss, Susan,Webber,female,32.5,0,0,2,13,S,12,S,1,Adults,0
586, Mr, Leopold,Weisz,male,27,1,0,2,26,S,DNS,293,0,Adults,1
587, Mrs, Leopold (Mathilde Francoise Pede),Weisz,female,29,1,0,2,26,S,10,S,1,Adults,1
588, Master, Ralph Lester,Wells,male,2,1,1,2,23,S,14,S,1,Children,2
589, Miss, Joan,Wells,female,4,1,1,2,23,S,14,S,1,Children,2
590, Mrs," Arthur Henry (""Addie"" Dart Trevaskis)",Wells,female,29,0,2,2,23,S,14,S,1,Adults,2
591, Miss, Barbara J,West,female,0.9167,1,2,2,27.75,S,10,S,1,Children,3
592, Miss, Constance Mirium,West,female,5,1,2,2,27.75,S,10,S,1,Children,3
593, Mr, Edwy Arthur,West,male,36,1,2,2,27.75,S,DNS,BNR,0,Adults,3
594, Mrs, Edwy Arthur (Ada Mary Worth),West,female,33,1,2,2,27.75,S,10,S,1,Adults,3
595, Mr, Edward H,Wheadon,male,66,0,0,2,10.5,S,DNS,BNR,0,Seniors,0
596, Mr," Edwin ""Frederick""",Wheeler,male,30,0,0,2,12.875,S,DNS,BNR,0,Adults,0
597, Mr, Charles,Wilhelms,male,31,0,0,2,13,S,9,S,1,Adults,0
598, Mr, Charles Eugene,Williams,male,30,0,0,2,13,S,14,S,1,Adults,0
599, Miss, Marion,Wright,female,26,0,0,2,13.5,S,9,S,1,Adults,0
600, Miss," Henriette (""Mrs Harbeck"")",Yrois,female,24,0,0,2,13,S,DNS,BNR,0,Adults,0
601, Mr, Anthony,Abbing,male,42,0,0,3,7.55,S,DNS,BNR,0,Adults,0
602, Master, Eugene Joseph,Abbott,male,13,0,2,3,20.25,S,DNS,BNR,0,Teenagers,2
603, Mr, Rossmore Edward,Abbott,male,16,1,1,3,20.25,S,DNS,190,0,Teenagers,2
604, Mrs, Stanton (Rosa Hunt),Abbott,female,35,1,1,3,20.25,S,A,S,1,Adults,2
605, Miss, Karen Marie,Abelseth,female,16,0,0,3,7.65,S,16,S,1,Teenagers,0
606, Mr, Olaus Jorgensen,Abelseth,male,25,0,0,3,7.65,S,A,S,1,Adults,0
607, Mr, Abraham August Johannes,Abrahamsson,male,20,0,0,3,7.925,S,15,S,1,Adults,0
608, Mrs, Joseph (Sophie Halaut Easu),Abrahim,female,18,0,0,3,7.2292,C,C,S,1,Teenagers,0
609, Mr, Mauritz Nils Martin,Adahl,male,30,0,0,3,7.25,S,DNS,72,0,Adults,0
610, Mr, John,Adams,male,26,0,0,3,8.05,S,DNS,103,0,Adults,0
611, Mrs, Johan (Johanna Persdotter Larsson),Ahlin,female,40,1,0,3,9.475,S,DNS,BNR,0,Adults,1
612, Master, Philip Frank,Aks,male,0.8333,0,1,3,9.35,S,11,S,1,Children,1
613, Mrs, Sam (Leah Rosen),Aks,female,18,0,1,3,9.35,S,13,S,1,Teenagers,1
614, Mr, Nassef Cassem,Albimona,male,26,0,0,3,18.7875,C,15,S,1,Adults,0
615, Mr, William,Alexander,male,26,0,0,3,7.8875,S,DNS,BNR,0,Adults,0
616, Mr, Ilmari Rudolf,Alhomaki,male,20,0,0,3,7.925,S,DNS,BNR,0,Adults,0
617, Mr, Ahmed,Ali,male,24,0,0,3,7.05,S,DNS,BNR,0,Adults,0
618, Mr, William,Ali,male,25,0,0,3,7.05,S,DNS,79,0,Adults,0
619, Mr, William Henry,Allen,male,35,0,0,3,8.05,S,DNS,BNR,0,Adults,0
620, Mr, Owen George,Allum,male,18,0,0,3,8.3,S,DNS,259,0,Teenagers,0
621, Mr, Albert Karvin,Andersen,male,32,0,0,3,22.525,S,DNS,260,0,Adults,0
622, Miss, Carla Christine Nielsine,Andersen-Jensen,female,19,1,0,3,7.8542,S,16,S,1,Adults,1
623, Master, Sigvard Harald Elias,Andersson,male,4,4,2,3,31.275,S,DNS,BNR,0,Children,6
624, Miss, Ebba Iris Alfrida,Andersson,female,6,4,2,3,31.275,S,DNS,BNR,0,Children,6
625, Miss, Ellis Anna Maria,Andersson,female,2,4,2,3,31.275,S,DNS,BNR,0,Children,6
626, Miss, Erna Alexandra,Andersson,female,17,4,2,3,7.925,S,D,S,1,Teenagers,6
627, Miss, Ida Augusta Margareta,Andersson,female,38,4,2,3,7.775,S,DNS,BNR,0,Adults,6
628, Miss, Ingeborg Constanzia,Andersson,female,9,4,2,3,31.275,S,DNS,BNR,0,Children,6
629, Miss, Sigrid Elisabeth,Andersson,female,11,4,2,3,31.275,S,DNS,BNR,0,Children,6
630, Mr, Anders Johan,Andersson,male,39,1,5,3,31.275,S,DNS,BNR,0,Adults,6
631, Mr," August Edvard (""Wennerstrom"")",Andersson,male,27,0,0,3,7.7958,S,A,S,1,Adults,0
632, Mr, Johan Samuel,Andersson,male,26,0,0,3,7.775,S,DNS,BNR,0,Adults,0
633, Mrs, Anders Johan (Alfrida Konstantia Brogren),Andersson,female,39,1,5,3,31.275,S,DNS,BNR,0,Adults,6
634, Mr, Paul Edvin,Andreasson,male,20,0,0,3,7.8542,S,DNS,BNR,0,Adults,0
635, Mr, Minko,Angheloff,male,26,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
636, Mr, Josef,Arnold-Franchi,male,25,1,0,3,17.8,S,DNS,BNR,0,Adults,1
637, Mrs, Josef (Josefine Franchi),Arnold-Franchi,female,18,1,0,3,17.8,S,DNS,BNR,0,Teenagers,1
638, Mr, Ernst Axel Algot,Aronsson,male,24,0,0,3,7.775,S,DNS,BNR,0,Adults,0
639, Mr, Adola,Asim,male,35,0,0,3,7.05,S,DNS,BNR,0,Adults,0
640, Master, Carl Edgar,Asplund,male,5,4,2,3,31.3875,S,DNS,BNR,0,Children,6
641, Master, Clarence Gustaf Hugo,Asplund,male,9,4,2,3,31.3875,S,DNS,BNR,0,Children,6
642, Master, Edvin Rojj Felix,Asplund,male,3,4,2,3,31.3875,S,15,S,1,Children,6
643, Master, Filip Oscar,Asplund,male,13,4,2,3,31.3875,S,DNS,BNR,0,Teenagers,6
644, Miss, Lillian Gertrud,Asplund,female,5,4,2,3,31.3875,S,15,S,1,Children,6
645, Mr, Carl Oscar Vilhelm Gustafsson,Asplund,male,40,1,5,3,31.3875,S,DNS,142,0,Adults,6
646, Mr, Johan Charles,Asplund,male,23,0,0,3,7.7958,S,13,S,1,Adults,0
647, Mrs, Carl Oscar (Selma Augusta Emilia Johansson),Asplund,female,38,1,5,3,31.3875,S,15,S,1,Adults,6
648, Mrs," Mariana (""Miriam"")",Assaf Khalil,female,45,0,0,3,7.225,C,C,S,1,Adults,0
649, Mr, Gerios,Assaf,male,21,0,0,3,7.225,C,DNS,BNR,0,Adults,0
650, Mr, Ali,Assam,male,23,0,0,3,7.05,S,DNS,BNR,0,Adults,0
651, Miss, Malake,Attalah,female,17,0,0,3,14.4583,C,DNS,BNR,0,Teenagers,0
652, Mr, Sleiman,Attalah,male,30,0,0,3,7.225,C,DNS,BNR,0,Adults,0
653, Mr, Albert,Augustsson,male,23,0,0,3,7.8542,S,DNS,BNR,0,Adults,0
654, Miss, Banoura,Ayoub,female,13,0,0,3,7.2292,C,C,S,1,Teenagers,0
655, Mr, Raffull,Baccos,male,20,0,0,3,7.225,C,DNS,BNR,0,Adults,0
656, Mr, Karl Alfred,Backstrom,male,32,1,0,3,15.85,S,D,BNR,0,Adults,1
657, Mrs, Karl Alfred (Maria Mathilda Gustafsson),Backstrom,female,33,3,0,3,15.85,S,DNS,S,1,Adults,3
658, Miss, Eugenie,Baclini,female,0.75,2,1,3,19.2583,C,C,S,1,Children,3
659, Miss, Helene Barbara,Baclini,female,0.75,2,1,3,19.2583,C,C,S,1,Children,3
660, Miss, Marie Catherine,Baclini,female,5,2,1,3,19.2583,C,C,S,1,Children,3
661, Mrs, Solomon (Latifa Qurban),Baclini,female,24,0,3,3,19.2583,C,C,S,1,Adults,3
662, Miss, Emily Louisa,Badman,female,18,0,0,3,8.05,S,C,S,1,Teenagers,0
663, Mr, Mohamed,Badt,male,40,0,0,3,7.225,C,DNS,BNR,0,Adults,0
664, Mr, Cerin,Balkic,male,26,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
665, Mr, Hanna Assi,Barah,male,20,0,0,3,7.2292,C,15,S,1,Adults,0
666, Miss, Saiide,Barbara,female,18,0,1,3,14.4542,C,DNS,BNR,0,Teenagers,1
667, Mrs, (Catherine David),Barbara,female,45,0,1,3,14.4542,C,DNS,BNR,0,Adults,1
668, Miss, Julia,Barry,female,27,0,0,3,7.8792,Q,DNS,BNR,0,Adults,0
669, Mr, David John,Barton,male,22,0,0,3,8.05,S,DNS,BNR,0,Adults,0
670, Mr, William Thomas,Beavan,male,19,0,0,3,8.05,S,DNS,BNR,0,Adults,0
671, Mr, John Viktor,Bengtsson,male,26,0,0,3,7.775,S,DNS,BNR,0,Adults,0
672, Mr, Karl Ivar Sven,Berglund,male,22,0,0,3,9.35,S,DNS,BNR,0,Adults,0
673, Master, Seman,Betros,male,6,0,0,3,7.2292,C,DNS,BNR,0,Children,0
674, Mr, Tannous,Betros,male,20,0,0,3,4.0125,C,DNS,BNR,0,Adults,0
675, Mr, Lee,Bing,male,32,0,0,3,56.4958,S,C,S,1,Adults,0
676, Mr, Hans Martin Monsen,Birkeland,male,21,0,0,3,7.775,S,DNS,BNR,0,Adults,0
677, Mr, Ernst Herbert,Bjorklund,male,18,0,0,3,7.75,S,DNS,BNR,0,Teenagers,0
678, Mr, Guentcho,Bostandyeff,male,26,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
679, Master, Akar,Boulos,male,6,1,1,3,15.2458,C,DNS,BNR,0,Children,2
680, Miss, Nourelain,Boulos,female,9,1,1,3,15.2458,C,DNS,BNR,0,Children,2
681, Mr, Hanna,Boulos,male,26,0,0,3,7.225,C,DNS,BNR,0,Adults,0
682, Mrs, Joseph (Sultana),Boulos,female,31,0,2,3,15.2458,C,DNS,BNR,0,Adults,2
683, Miss, Mary,Bourke,female,18,0,2,3,7.75,Q,DNS,BNR,0,Teenagers,2
684, Mr, John,Bourke,male,40,1,1,3,15.5,Q,DNS,BNR,0,Adults,2
685, Mrs, John (Catherine),Bourke,female,32,1,1,3,15.5,Q,DNS,BNR,0,Adults,2
686, Mr," David John ""Dai""",Bowen,male,21,0,0,3,16.1,S,DNS,BNR,0,Adults,0
687, Miss, Bridget Delia,Bradley,female,22,0,0,3,7.725,Q,13,S,1,Adults,0
688, Miss, Elin Ester Maria,Braf,female,20,0,0,3,7.8542,S,DNS,BNR,0,Adults,0
689, Mr, Lewis Richard,Braund,male,29,1,0,3,7.0458,S,DNS,BNR,0,Adults,1
690, Mr, Owen Harris,Braund,male,22,1,0,3,7.25,S,DNS,BNR,0,Adults,1
691, Mr, Karl Rudolf,Brobeck,male,22,0,0,3,7.7958,S,DNS,BNR,0,Adults,0
692, Mr, William Alfred,Brocklebank,male,35,0,0,3,8.05,S,DNS,BNR,0,Adults,0
693, Miss, Katherine,Buckley,female,18.5,0,0,3,7.2833,Q,DNS,299,0,Teenagers,0
694, Mr, Daniel,Buckley,male,21,0,0,3,7.8208,Q,13,S,1,Adults,0
695, Mr, Jeremiah,Burke,male,19,0,0,3,6.75,Q,DNS,BNR,0,Adults,0
696, Miss, Mary Delia,Burns,female,18,0,0,3,7.8792,Q,DNS,BNR,0,Teenagers,0
697, Miss, Manda,Cacic,female,21,0,0,3,8.6625,S,DNS,BNR,0,Adults,0
698, Miss, Marija,Cacic,female,30,0,0,3,8.6625,S,DNS,BNR,0,Adults,0
699, Mr, Jego Grga,Cacic,male,18,0,0,3,8.6625,S,DNS,BNR,0,Teenagers,0
700, Mr, Luka,Cacic,male,38,0,0,3,8.6625,S,DNS,BNR,0,Adults,0
701, Mr, Jovo,Calic,male,17,0,0,3,8.6625,S,DNS,BNR,0,Teenagers,0
702, Mr, Petar,Calic,male,17,0,0,3,8.6625,S,DNS,BNR,0,Teenagers,0
703, Miss, Mary,Canavan,female,21,0,0,3,7.75,Q,DNS,BNR,0,Adults,0
704, Mr, Patrick,Canavan,male,21,0,0,3,7.75,Q,DNS,BNR,0,Adults,0
705, Mr, Ernest Charles,Cann,male,21,0,0,3,8.05,S,DNS,BNR,0,Adults,0
706, Mr, Joseph,Caram,male,26,1,0,3,14.4583,C,DNS,BNR,0,Adults,1
707, Mrs, Joseph (Maria Elias),Caram,female,31,1,0,3,14.4583,C,DNS,BNR,0,Adults,1
708, Mr, August Sigfrid,Carlsson,male,28,0,0,3,7.7958,S,DNS,BNR,0,Adults,0
709, Mr, Carl Robert,Carlsson,male,24,0,0,3,7.8542,S,DNS,BNR,0,Adults,0
710, Miss," Helen ""Ellen""",Carr,female,16,0,0,3,7.75,Q,16,S,1,Teenagers,0
711, Miss, Jeannie,Carr,female,37,0,0,3,7.75,Q,DNS,BNR,0,Adults,0
712, Mr, Alfred John,Carver,male,28,0,0,3,7.25,S,DNS,BNR,0,Adults,0
713, Mr, Francesco,Celotti,male,24,0,0,3,8.05,S,DNS,BNR,0,Adults,0
714, Mr, David,Charters,male,21,0,0,3,7.7333,Q,DNS,BNR,0,Adults,0
715, Mr, Chang,Chip,male,32,0,0,3,56.4958,S,C,S,1,Adults,0
716, Mr, Emil,Christmann,male,29,0,0,3,8.05,S,DNS,BNR,0,Adults,0
717, Mr, Apostolos,Chronopoulos,male,26,1,0,3,14.4542,C,DNS,BNR,0,Adults,1
718, Mr, Demetrios,Chronopoulos,male,18,1,0,3,14.4542,C,DNS,BNR,0,Teenagers,1
719, Mr, Domingos Fernandeo,Coelho,male,20,0,0,3,7.05,S,DNS,BNR,0,Adults,0
720, Mr," Gurshon ""Gus""",Cohen,male,18,0,0,3,8.05,S,12,S,1,Teenagers,0
721, Mr, Patrick,Colbert,male,24,0,0,3,7.25,Q,DNS,BNR,0,Adults,0
722, Mr, Peju,Coleff,male,36,0,0,3,7.4958,S,DNS,BNR,0,Adults,0
723, Mr, Satio,Coleff,male,24,0,0,3,7.4958,S,DNS,BNR,0,Adults,0
724, Mr, Thomas Henry,Conlon,male,31,0,0,3,7.7333,Q,DNS,BNR,0,Adults,0
725, Mr, Michael,Connaghton,male,31,0,0,3,7.75,Q,DNS,BNR,0,Adults,0
726, Miss, Kate,Connolly,female,22,0,0,3,7.75,Q,13,S,1,Adults,0
727, Miss, Kate,Connolly,female,30,0,0,3,7.6292,Q,DNS,BNR,0,Adults,0
728, Mr, Patrick,Connors,male,70.5,0,0,3,7.75,Q,DNS,171,0,Seniors,0
729, Mr, Jacob,Cook,male,43,0,0,3,8.05,S,DNS,BNR,0,Adults,0
730, Mr, Bartol,Cor,male,35,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
731, Mr, Ivan,Cor,male,27,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
732, Mr, Liudevit,Cor,male,19,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
733, Mr, Harry,Corn,male,30,0,0,3,8.05,S,DNS,BNR,0,Adults,0
734, Master," Eden Leslie ""Neville""",Coutts,male,9,1,1,3,15.9,S,2,S,1,Children,2
735, Master," William Loch ""William""",Coutts,male,3,1,1,3,15.9,S,2,S,1,Children,2
736, Mrs," William (Winnie ""Minnie"" Treanor)",Coutts,female,36,0,2,3,15.9,S,2,S,1,Adults,2
737, Mr, Daniel,Coxon,male,59,0,0,3,7.25,S,DNS,BNR,0,Seniors,0
738, Mr, Ernest James,Crease,male,19,0,0,3,8.1583,S,DNS,BNR,0,Adults,0
739, Miss, Laura Alice,Cribb,female,17,0,1,3,16.1,S,12,S,1,Teenagers,1
740, Mr, John Hatfield,Cribb,male,44,0,1,3,16.1,S,DNS,BNR,0,Adults,1
741, Mr, Jeso,Culumovic,male,17,0,0,3,8.6625,S,DNS,BNR,0,Teenagers,0
742, Mr, Shedid,Daher,male,22.5,0,0,3,7.225,C,DNS,9,0,Adults,0
743, Mr, Karl Edwart,Dahl,male,45,0,0,3,8.05,S,15,S,1,Adults,0
744, Miss, Gerda Ulrika,Dahlberg,female,22,0,0,3,10.5167,S,DNS,BNR,0,Adults,0
745, Mr, Branko,Dakic,male,19,0,0,3,10.1708,S,DNS,BNR,0,Adults,0
746, Miss," Margaret Marcella ""Maggie""",Daly,female,30,0,0,3,6.95,Q,15,S,1,Adults,0
747, Mr, Eugene Patrick,Daly,male,29,0,0,3,7.75,Q,13 15 B,S,1,Adults,0
748, Master, Gilbert Sigvard Emanuel,Danbom,male,0.3333,0,2,3,14.4,S,DNS,BNR,0,Children,2
749, Mr, Ernst Gilbert,Danbom,male,34,1,1,3,14.4,S,DNS,197,0,Adults,2
750, Mrs, Ernst Gilbert (Anna Sigrid Maria Brogren),Danbom,female,28,1,1,3,14.4,S,DNS,BNR,0,Adults,2
751, Mr, Yoto,Danoff,male,27,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
752, Mr, Ristiu,Dantcheff,male,25,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
753, Mr, Alfred J,Davies,male,24,2,0,3,24.15,S,DNS,BNR,0,Adults,2
754, Mr, Evan,Davies,male,22,0,0,3,8.05,S,DNS,BNR,0,Adults,0
755, Mr, John Samuel,Davies,male,21,2,0,3,24.15,S,DNS,BNR,0,Adults,2
756, Mr, Joseph,Davies,male,17,2,0,3,8.05,S,DNS,BNR,0,Teenagers,2
757, Mr, Thomas Henry,Davison,male,26,1,0,3,16.1,S,DNS,BNR,0,Adults,1
758, Mrs, Thomas Henry (Mary E Finck),Davison,female,31,1,0,3,16.1,S,16,S,1,Adults,1
759, Mr, Guillaume Joseph,de Messemaeker,male,36.5,1,0,3,17.4,S,15,S,1,Adults,1
760, Mrs, Guillaume Joseph (Emma),de Messemaeker,female,36,1,0,3,17.4,S,13,S,1,Adults,1
761, Mr, Theodore,de Mulder,male,30,0,0,3,9.5,S,11,S,1,Adults,0
762, Mr, Alfons,de Pelsmaeker,male,16,0,0,3,9.5,S,DNS,BNR,0,Teenagers,0
763, Master, Bertram Vere,Dean,male,1,1,2,3,20.575,S,10,S,1,Children,3
764, Miss," Elizabeth Gladys ""Millvina""",Dean,female,0.1667,1,2,3,20.575,S,10,S,1,Children,3
765, Mr, Bertram Frank,Dean,male,26,1,2,3,20.575,S,DNS,BNR,0,Adults,3
766, Mrs, Bertram (Eva Georgetta Light),Dean,female,33,1,2,3,20.575,S,10,S,1,Adults,3
767, Mr, Redjo,Delalic,male,25,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
768, Mr, Marinko,Demetri,male,26,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
769, Mr, Mitto,Denkoff,male,26,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
770, Mr, Samuel,Dennis,male,22,0,0,3,7.25,S,DNS,BNR,0,Adults,0
771, Mr, William,Dennis,male,36,0,0,3,7.25,S,DNS,BNR,0,Adults,0
772, Miss, Margaret Delia,Devaney,female,19,0,0,3,7.8792,Q,C,S,1,Adults,0
773, Mr, Mirko,Dika,male,17,0,0,3,7.8958,S,DNS,BNR,0,Teenagers,0
774, Mr, Jovan,Dimic,male,42,0,0,3,8.6625,S,DNS,BNR,0,Adults,0
775, Mr, Valtcho,Dintcheff,male,43,0,0,3,7.8958,S,DNS,BNR,0,Adults,0
776, Mr, Tannous,Doharr,male,26,0,0,3,7.2292,C,DNS,BNR,0,Adults,0
777, Mr, Patrick,Dooley,male,32,0,0,3,7.75,Q,DNS,BNR,0,Adults,0
778, Mr, Edward Arthur,Dorking,male,19,0,0,3,8.05,S,B,S,1,Adults,0
779, Miss, Elizabeth,Dowdell,female,30,0,0,3,12.475,S,13,S,1,Adults,0
780, Miss, Elizabeth,Doyle,female,24,0,0,3,7.75,Q,DNS,BNR,0,Adults,0
781, Miss, Jennie,Drapkin,female,23,0,0,3,8.05,S,DNS,S,1,Adults,0
782, Mr, Jozef,Drazenoic,male,33,0,0,3,7.8958,C,DNS,51,0,Adults,0
783, Mr, Frank,Duane,male,65,0,0,3,7.75,Q,DNS,BNR,0,Seniors,0
784, Mr, Joseph,Duquemin,male,24,0,0,3,7.55,S,D,S,1,Adults,0
785, Mr, Adolf Fredrik,Dyker,male,23,1,0,3,13.9,S,DNS,BNR,0,Adults,1
786, Mrs, Adolf Fredrik (Anna Elisabeth Judith Andersson),Dyker,female,22,1,0,3,13.9,S,16,S,1,Adults,1
787, Mr, Gustaf Hjalmar,Edvardsson,male,18,0,0,3,7.775,S,DNS,BNR,0,Teenagers,0
788, Mr, Hans Linus,Eklund,male,16,0,0,3,7.775,S,DNS,BNR,0,Teenagers,0
789, Mr, Johan,Ekstrom,male,45,0,0,3,6.975,S,DNS,BNR,0,Adults,0
790, Mr, Dibo,Elias,male,26,0,0,3,7.225,C,DNS,BNR,0,Adults,0
791, Mr, Joseph,Elias,male,39,0,2,3,7.2292,C,DNS,BNR,0,Adults,2
792, Mr, Joseph Jr,Elias,male,17,1,1,3,7.2292,C,DNS,BNR,0,Teenagers,2
793, Mr, Tannous,Elias,male,15,1,1,3,7.2292,C,DNS,BNR,0,Teenagers,2
794, Mr, William James,Elsbury,male,47,0,0,3,7.25,S,DNS,BNR,0,Adults,0
795, Miss, Virginia Ethel,Emanuel,female,5,0,0,3,12.475,S,13,S,1,Children,0
796, Mr, Farred Chehab,Emir,male,26,0,0,3,7.225,C,DNS,BNR,0,Adults,0
797, Mr, Thomas James,Everett,male,40.5,0,0,3,15.1,S,DNS,187,0,Adults,0
798, Mr, James,Farrell,male,40.5,0,0,3,7.75,Q,DNS,68,0,Adults,0
799, Mr, Luigi,Finoli,male,26,0,0,3,7.05,S,15,S,1,Adults,0
800, Mr, Eberhard Thelander,Fischer,male,18,0,0,3,7.7958,S,DNS,BNR,0,Teenagers,0
801, Miss, Honora,Fleming,female,18,0,0,3,7.75,Q,DNS,BNR,0,Teenagers,0
802, Mr, James,Flynn,male,26,0,0,3,7.75,Q,DNS,BNR,0,Adults,0
803, Mr, John,Flynn,male,26,0,0,3,6.95,Q,DNS,BNR,0,Adults,0
804, Mr, Joseph,Foley,male,26,0,0,3,7.8792,Q,DNS,BNR,0,Adults,0
805, Mr, William,Foley,male,26,0,0,3,7.75,Q,DNS,BNR,0,Adults,0
806, Mr, Choong,Foo,male,26,0,0,3,56.4958,S,13,S,1,Adults,0
807, Miss," Doolina Margaret ""Daisy""",Ford,female,21,2,2,3,34.375,S,DNS,BNR,0,Adults,4
808, Miss," Robina Maggie ""Ruby""",Ford,female,9,2,2,3,34.375,S,DNS,BNR,0,Children,4
809, Mr, Arthur,Ford,male,26,0,0,3,8.05,S,DNS,BNR,0,Adults,0
810, Mr, Edward Watson,Ford,male,18,2,2,3,34.375,S,DNS,BNR,0,Teenagers,4
811, Mr, William Neal,Ford,male,16,1,3,3,34.375,S,DNS,BNR,0,Teenagers,4
812, Mrs, Edward (Margaret Ann Watson),Ford,female,48,1,3,3,34.375,S,DNS,BNR,0,Adults,4
813, Mr, Patrick,Fox,male,26,0,0,3,7.75,Q,DNS,BNR,0,Adults,0
814, Mr, Charles (Charles Fardon),Franklin,male,26,0,0,3,7.25,S,DNS,BNR,0,Adults,0
815, Mr, Martin,Gallagher,male,25,0,0,3,7.7417,Q,DNS,BNR,0,Adults,0
816, Mr, John,Garfirth,male,26,0,0,3,14.5,S,DNS,BNR,0,Adults,0
817, Mr, Stanio,Gheorgheff,male,26,0,0,3,7.8958,C,DNS,BNR,0,Adults,0
818, Mr, Eliezer,Gilinski,male,22,0,0,3,8.05,S,DNS,47,0,Adults,0
819, Miss," Katherine ""Katie""",Gilnagh,female,16,0,0,3,7.7333,Q,16,S,1,Teenagers,0
820, Miss, Mary Agatha,Glynn,female,18,0,0,3,7.75,Q,13,S,1,Teenagers,0
821, Master," Frank John William ""Frankie""",Goldsmith,male,9,0,2,3,20.525,S,C D,S,1,Children,2
822, Mr, Frank John,Goldsmith,male,33,1,1,3,20.525,S,DNS,BNR,0,Adults,2
823, Mr, Nathan,Goldsmith,male,41,0,0,3,7.85,S,DNS,BNR,0,Adults,0
824, Mrs, Frank John (Emily Alice Brown),Goldsmith,female,31,1,1,3,20.525,S,C D,S,1,Adults,2
825, Mr, Manuel Estanslas,Goncalves,male,38,0,0,3,7.05,S,DNS,BNR,0,Adults,0
826, Master, Harold Victor,Goodwin,male,9,5,2,3,46.9,S,DNS,BNR,0,Children,7
827, Master, Sidney Leonard,Goodwin,male,1,5,2,3,46.9,S,DNS,BNR,0,Children,7
828, Master, William Frederick,Goodwin,male,11,5,2,3,46.9,S,DNS,BNR,0,Children,7
