Passenger Id,Age,Sibling/Spouse Aboard,Parent/Children Aboard,Passenger Class,Fare,Embarkation Port,Survival Boat,Body Number,Survived,Female,Male
987,22,0,0,3,7.125,2,DNS,BNR,0,0,1
988,18,0,0,3,7.8792,1,DNS,BNR,0,1,0
989,26,0,0,3,7.75,1,DNS,BNR,0,0,1
990,26,0,0,3,8.05,2,DNS,BNR,0,0,1
991,29,0,0,3,7.925,2,DNS,BNR,0,0,1
992,26,0,0,3,7.2292,0,15,S,1,0,1
993,30.5,0,0,3,7.75,1,DNS,61,0,1,0
994,18,0,0,3,7.7375,1,16,S,1,1,0
995,26,0,0,3,7.2292,0,DNS,BNR,0,0,1
996,35,0,0,3,7.8958,0,DNS,BNR,0,0,1
997,33,0,0,3,7.8958,2,DNS,BNR,0,0,1
998,31,0,0,3,7.225,0,C,S,1,1,0
999,26,0,0,3,7.8958,0,DNS,BNR,0,0,1
1000,18,0,0,3,7.75,1,15 16,S,1,1,0
1001,26,0,0,3,7.75,1,DNS,S,1,0,1
1002,18,2,0,3,23.25,1,16,S,1,1,0
1003,18,2,0,3,23.25,1,16,S,1,1,0
1004,26,2,0,3,23.25,1,16,S,1,0,1
1005,18,0,0,3,7.7875,1,13,S,1,1,0
1006,26,0,0,3,15.5,1,DNS,BNR,0,0,1
1007,18,0,0,3,7.8792,1,13,S,1,1,0
1008,15,0,0,3,8.0292,1,DNS,S,1,1,0
1009,35,0,0,3,7.75,1,DNS,BNR,0,1,0
1010,26,0,0,3,7.75,1,DNS,BNR,0,0,1
1011,24,1,0,3,16.1,2,DNS,BNR,0,0,1
1012,19,1,0,3,16.1,2,DNS,53,0,1,0
1013,18,0,0,3,7.75,1,DNS,BNR,0,1,0
1014,18,0,0,3,8.05,2,DNS,BNR,0,1,0
1015,31,0,0,3,8.05,2,DNS,BNR,0,1,0
1016,55.5,0,0,3,8.05,2,DNS,201,0,0,1
1017,26,0,0,3,7.75,1,DNS,BNR,0,0,1
1018,21,0,0,3,7.775,2,15,S,1,0,1
1019,26,0,0,3,8.05,2,DNS,BNR,0,0,1
1020,24,0,0,3,7.8958,2,DNS,BNR,0,0,1
1021,21,0,0,3,7.8958,2,DNS,BNR,0,0,1
1022,28,0,0,3,7.8958,2,DNS,BNR,0,0,1
1023,26,0,0,3,7.8958,2,DNS,BNR,0,0,1
1024,18,0,0,3,7.8792,1,16,S,1,1,0
1025,25,0,0,3,7.65,2,DNS,309,0,0,1
1026,6,0,1,3,12.475,2,14,S,1,0,1
1027,27,0,1,3,12.475,2,14,S,1,1,0
1028,26,0,0,3,8.05,2,DNS,BNR,0,0,1
1029,18,1,0,3,24.15,1,16,S,1,1,0
1030,26,1,0,3,24.15,1,DNS,BNR,0,0,1
1031,26,0,0,3,8.4583,1,DNS,BNR,0,0,1
1032,34,0,0,3,8.05,2,DNS,BNR,0,0,1
1033,26,0,0,3,7.75,1,DNS,BNR,0,0,1
1034,26,0,0,3,7.775,2,B,S,1,0,1
1035,6,1,1,3,15.2458,0,C,S,1,0,1
1036,6,1,1,3,15.2458,0,C,S,1,0,1
1037,31,0,2,3,15.2458,0,C,S,1,1,0
1038,31,0,0,3,7.2292,0,DNS,S,1,1,0
1039,26,0,0,3,8.05,2,DNS,BNR,0,0,1
1040,18,0,0,3,7.7333,1,16,S,1,1,0
1041,24,0,0,3,7.75,1,15,S,1,1,0
1042,26,0,0,3,8.05,2,DNS,BNR,0,0,1
1043,18,1,0,3,15.5,1,16,S,1,1,0
1044,18,1,0,3,15.5,1,16,S,1,1,0
1045,18,0,0,3,15.5,1,16,S,1,1,0
1046,18,0,0,3,7.75,2,DNS,BNR,0,0,1
1047,22,0,0,3,7.8958,2,DNS,BNR,0,0,1
1048,15,0,0,3,7.225,0,C,S,1,1,0
1049,1,0,2,3,15.7417,0,C,S,1,1,0
1050,20,1,1,3,15.7417,0,C,S,1,0,1
1051,19,1,1,3,15.7417,0,C,S,1,1,0
1052,33,0,0,3,8.05,2,DNS,BNR,0,0,1
1053,26,0,0,3,7.8958,2,DNS,BNR,0,0,1
1054,26,0,0,3,7.2292,0,DNS,BNR,0,0,1
1055,18,0,0,3,7.75,1,DNS,BNR,0,1,0
1056,26,0,0,3,7.8958,2,DNS,BNR,0,0,1
1057,12,1,0,3,11.2417,0,C,S,1,0,1
1058,14,1,0,3,11.2417,0,C,S,1,1,0
1059,29,0,0,3,7.925,2,DNS,BNR,0,1,0
1060,28,0,0,3,8.05,2,DNS,BNR,0,0,1
1061,18,0,0,3,7.775,2,D,S,1,1,0
1062,26,0,0,3,7.8542,2,13,S,1,1,0
1063,21,0,0,3,7.8542,2,DNS,BNR,0,0,1
1064,41,0,0,3,7.125,2,DNS,BNR,0,0,1
1065,39,0,0,3,7.925,2,9,S,1,0,1
1066,21,0,0,3,7.8,2,DNS,BNR,0,0,1
1067,28.5,0,0,3,7.2292,0,DNS,181,0,0,1
1068,22,0,0,3,7.75,2,13,S,1,1,0
1069,61,0,0,3,6.2375,2,DNS,BNR,0,0,1
1070,26,1,0,3,15.5,1,DNS,BNR,0,0,1
1071,26,0,0,3,7.8292,1,DNS,BNR,0,0,1
1072,31,1,0,3,15.5,1,DNS,S,1,1,0
1073,26,0,0,3,7.7333,1,DNS,BNR,0,0,1
1074,26,0,0,3,7.75,1,DNS,BNR,0,0,1
1075,26,0,0,3,7.75,1,DNS,BNR,0,0,1
1076,23,0,0,3,9.225,2,DNS,BNR,0,0,1
1078,18,0,0,3,7.75,1,D,S,1,1,0
1079,18,0,0,3,7.8792,1,DNS,S,1,1,0
1080,22,0,0,3,7.775,2,C,S,1,1,0
1081,26,0,0,3,7.75,1,B,S,1,0,1
1082,18,0,0,3,7.8292,1,13,S,1,1,0
1083,9,0,1,3,3.1708,2,13,S,1,0,1
1084,28,0,0,3,22.525,2,DNS,173,0,0,1
1085,42,0,1,3,8.4042,2,DNS,BNR,0,0,1
1086,26,0,0,3,7.3125,2,DNS,BNR,0,0,1
1087,31,0,0,3,7.8542,2,DNS,BNR,0,1,0
1088,28,0,0,3,7.8542,2,DNS,BNR,0,0,1
1089,32,0,0,3,7.775,2,A,S,1,0,1
1090,20,0,0,3,9.225,2,DNS,89,0,0,1
1091,23,0,0,3,8.6625,2,DNS,BNR,0,1,0
1092,20,0,0,3,8.6625,2,DNS,BNR,0,1,0
1093,20,0,0,3,8.6625,2,DNS,BNR,0,0,1
1094,16,0,0,3,9.2167,2,DNS,BNR,0,0,1
1095,31,0,0,3,8.6833,2,DNS,S,1,1,0
1096,18,0,0,3,7.6292,1,DNS,BNR,0,1,0
1097,2,3,1,3,21.075,2,DNS,4,0,0,1
1098,6,3,1,3,21.075,2,DNS,BNR,0,0,1
1099,3,3,1,3,21.075,2,DNS,BNR,0,1,0
1100,8,3,1,3,21.075,2,DNS,BNR,0,1,0
1101,29,0,4,3,21.075,2,DNS,206,0,1,0
1102,1,4,1,3,39.6875,2,DNS,BNR,0,0,1
1103,7,4,1,3,39.6875,2,DNS,BNR,0,0,1
1104,2,4,1,3,39.6875,2,DNS,BNR,0,0,1
1105,16,4,1,3,39.6875,2,DNS,BNR,0,0,1
1106,14,4,1,3,39.6875,2,DNS,BNR,0,0,1
1107,41,0,5,3,39.6875,2,DNS,BNR,0,1,0
1108,21,0,0,3,8.6625,2,DNS,BNR,0,0,1
1109,19,0,0,3,14.5,2,DNS,BNR,0,0,1
1110,26,0,0,3,8.7125,0,DNS,BNR,0,0,1
1111,32,0,0,3,7.8958,2,DNS,BNR,0,0,1
1112,0.75,1,1,3,13.775,2,DNS,BNR,0,0,1
1113,3,1,1,3,13.775,2,DNS,BNR,0,1,0
1114,26,0,2,3,13.775,2,DNS,BNR,0,1,0
1115,26,0,0,3,7,2,DNS,BNR,0,0,1
1116,26,0,0,3,7.775,2,DNS,BNR,0,0,1
1117,26,0,0,3,8.05,2,DNS,BNR,0,0,1
1118,21,0,0,3,7.925,2,DNS,BNR,0,0,1
1119,25,0,0,3,7.925,2,DNS,BNR,0,0,1
1120,22,0,0,3,7.25,2,DNS,BNR,0,0,1
1121,25,1,0,3,7.775,2,15,S,1,0,1
1122,6,1,1,3,22.3583,0,C,S,1,0,1
1123,18,1,1,3,22.3583,0,D,S,1,1,0
1124,31,0,2,3,22.3583,0,D,S,1,1,0
1125,18,0,0,3,8.1375,1,DNS,BNR,0,1,0
1126,24,0,0,3,8.05,2,DNS,BNR,0,0,1
1127,28,0,0,3,7.8958,2,DNS,BNR,0,1,0
1128,19,0,0,3,7.8958,2,DNS,BNR,0,0,1
1129,26,0,0,3,7.8958,2,DNS,BNR,0,0,1
1130,25,1,0,3,7.775,2,DNS,BNR,0,0,1
1131,18,0,0,3,7.775,2,DNS,BNR,0,1,0
1132,32,0,0,3,8.05,2,9,S,1,0,1
1133,26,0,0,3,7.8958,2,DNS,BNR,0,0,1
1134,17,0,0,3,8.6625,2,DNS,BNR,0,0,1
1135,24,0,0,3,8.6625,2,DNS,BNR,0,0,1
1136,26,0,0,3,7.8958,2,DNS,BNR,0,0,1
1137,31,0,0,3,8.1125,2,DNS,BNR,0,1,0
1138,26,0,0,3,7.2292,0,DNS,BNR,0,0,1
1139,26,0,0,3,7.25,2,DNS,BNR,0,0,1
1140,38,0,0,3,7.8958,2,DNS,BNR,0,0,1
1141,21,0,0,3,8.05,2,DNS,BNR,0,0,1
1142,10,4,1,3,29.125,1,DNS,BNR,0,0,1
1143,4,4,1,3,29.125,1,DNS,BNR,0,0,1
1144,7,4,1,3,29.125,1,DNS,BNR,0,0,1
1145,2,4,1,3,29.125,1,DNS,BNR,0,0,1
1146,8,4,1,3,29.125,1,DNS,BNR,0,0,1
1147,39,0,5,3,29.125,1,DNS,327,0,1,0
1148,22,0,0,3,39.6875,2,DNS,BNR,0,1,0
1149,35,0,0,3,7.125,2,DNS,BNR,0,0,1
1150,18,0,0,3,7.7208,1,13,S,1,1,0
1151,26,0,0,3,14.5,2,DNS,BNR,0,0,1
1152,31,0,0,3,14.5,2,DNS,BNR,0,1,0
1153,50,1,0,3,14.5,2,DNS,119,0,0,1
1154,47,1,0,3,14.5,2,DNS,7,0,1,0
1155,26,0,0,3,8.05,2,DNS,BNR,0,0,1
1156,26,0,0,3,7.775,2,DNS,BNR,0,0,1
1157,2,1,1,3,20.2125,2,DNS,BNR,0,1,0
1158,18,1,1,3,20.2125,2,DNS,BNR,0,0,1
1159,41,0,2,3,20.2125,2,DNS,BNR,0,1,0
1160,18,0,0,3,8.05,2,C,S,1,1,0
1161,50,0,0,3,8.05,2,DNS,BNR,0,0,1
1162,16,0,0,3,8.05,2,DNS,BNR,0,0,1
1163,26,0,0,3,7.75,1,14,S,1,0,1
1164,26,0,0,3,24.15,1,DNS,BNR,0,0,1
1165,26,0,0,3,7.2292,0,DNS,BNR,0,0,1
1166,25,0,0,3,7.225,0,DNS,BNR,0,0,1
1167,26,0,0,3,7.225,0,DNS,BNR,0,0,1
1168,26,0,0,3,7.7292,1,DNS,BNR,0,0,1
1169,26,0,0,3,7.575,2,DNS,BNR,0,0,1
1170,38.5,0,0,3,7.25,2,DNS,32,0,0,1
1171,6,8,2,3,69.55,2,DNS,BNR,0,0,1
1172,14.5,8,2,3,69.55,2,DNS,67,0,0,1
1173,18,8,2,3,69.55,2,DNS,BNR,0,1,0
1174,18,8,2,3,69.55,2,DNS,BNR,0,1,0
1175,18,8,2,3,69.55,2,DNS,BNR,0,1,0
1176,18,8,2,3,69.55,2,DNS,BNR,0,1,0
1177,26,8,2,3,69.55,2,DNS,BNR,0,0,1
1178,26,8,2,3,69.55,2,DNS,BNR,0,0,1
1179,26,8,2,3,69.55,2,DNS,BNR,0,0,1
1180,26,1,9,3,69.55,2,DNS,BNR,0,0,1
1181,31,1,9,3,69.55,2,DNS,BNR,0,1,0
1182,24,0,0,3,9.325,2,DNS,BNR,0,0,1
1183,21,0,0,3,7.65,2,C,S,1,1,0
1184,39,0,0,3,7.925,2,DNS,BNR,0,0,1
1185,26,2,0,3,21.6792,0,DNS,BNR,0,0,1
1186,26,2,0,3,21.6792,0,DNS,BNR,0,0,1
1187,26,2,0,3,21.6792,0,DNS,BNR,0,0,1
1188,1,1,1,3,16.7,2,13,S,1,1,0
1189,24,0,2,3,16.7,2,13,S,1,1,0
1190,4,1,1,3,16.7,2,13,S,1,1,0
1191,25,0,0,3,9.5,2,11,S,1,0,1
1192,20,0,0,3,8.05,2,DNS,BNR,0,0,1
1193,24.5,0,0,3,8.05,2,DNS,284,0,0,1
1194,26,0,0,3,7.725,1,DNS,BNR,0,0,1
1195,26,0,0,3,7.8958,2,DNS,BNR,0,0,1
1196,26,0,0,3,7.75,1,DNS,BNR,0,0,1
1197,29,0,0,3,9.5,2,11,S,1,0,1
1198,26,0,0,3,15.1,2,DNS,BNR,0,0,1
1199,18,0,0,3,7.7792,1,DNS,S,1,1,0
1200,26,0,0,3,8.05,2,DNS,BNR,0,0,1
1201,26,0,0,3,8.05,2,DNS,BNR,0,0,1
1202,22,0,0,3,7.2292,0,DNS,BNR,0,0,1
1203,26,0,0,3,8.05,2,DNS,BNR,0,0,1
1204,40,0,0,3,7.8958,2,DNS,BNR,0,0,1
1205,21,0,0,3,7.925,2,DNS,BNR,0,0,1
1206,18,0,0,3,7.4958,2,16,S,1,1,0
1207,4,3,2,3,27.9,2,DNS,BNR,0,0,1
1208,10,3,2,3,27.9,2,DNS,BNR,0,0,1
1209,9,3,2,3,27.9,2,DNS,BNR,0,1,0
1210,2,3,2,3,27.9,2,DNS,BNR,0,1,0
1211,40,1,4,3,27.9,2,DNS,BNR,0,0,1
1212,45,1,4,3,27.9,2,DNS,BNR,0,1,0
1213,26,0,0,3,7.8958,2,DNS,BNR,0,0,1
1214,26,0,0,3,8.05,2,DNS,BNR,0,0,1
1215,26,0,0,3,8.6625,2,DNS,BNR,0,0,1
1216,26,0,0,3,7.75,1,DNS,BNR,0,0,1
1217,18,0,0,3,7.7333,1,13,S,1,1,0
1218,19,0,0,3,7.65,2,DNS,BNR,0,0,1
1219,30,0,0,3,8.05,2,DNS,BNR,0,0,1
1220,26,0,0,3,8.05,2,DNS,BNR,0,0,1
1221,32,0,0,3,8.05,2,DNS,BNR,0,0,1
1222,26,0,0,3,7.8958,2,DNS,BNR,0,0,1
1223,33,0,0,3,8.6625,0,DNS,BNR,0,0,1
1224,23,0,0,3,7.55,2,C,S,1,1,0
1225,21,0,0,3,8.05,2,DNS,BNR,0,0,1
1226,60.5,0,0,3,33.29547928134557,2,DNS,261,0,0,1
1227,19,0,0,3,7.8958,2,DNS,BNR,0,0,1
1228,22,0,0,3,9.8375,2,DNS,BNR,0,1,0
1229,31,0,0,3,7.925,2,9,S,1,0,1
1230,27,0,0,3,8.6625,2,DNS,BNR,0,0,1
1231,2,0,1,3,10.4625,2,DNS,BNR,0,1,0
1232,29,1,1,3,10.4625,2,DNS,BNR,0,1,0
1233,16,0,0,3,8.05,2,B,S,1,0,1
1234,44,0,0,3,7.925,2,15,S,1,0,1
1235,25,0,0,3,7.05,2,DNS,BNR,0,0,1
1236,74,0,0,3,7.775,2,DNS,BNR,0,0,1
1237,14,0,0,3,9.225,2,13,S,1,0,1
1238,24,0,0,3,7.7958,2,DNS,BNR,0,0,1
1239,25,0,0,3,7.7958,2,13 15,S,1,0,1
1240,34,0,0,3,8.05,2,DNS,176,0,0,1
1241,0.4167,0,1,3,8.5167,0,16,S,1,0,1
1242,26,1,0,3,6.4375,0,DNS,BNR,0,0,1
1243,26,0,0,3,6.4375,0,DNS,BNR,0,0,1
1244,26,0,0,3,7.225,0,DNS,BNR,0,0,1
1245,16,1,1,3,8.5167,0,14,S,1,1,0
1246,26,0,0,3,8.05,2,DNS,BNR,0,0,1
1247,26,1,0,3,16.1,2,DNS,BNR,0,0,1
1248,31,1,0,3,16.1,2,10,S,1,1,0
1249,32,0,0,3,7.925,2,DNS,BNR,0,0,1
1250,26,0,0,3,7.75,1,DNS,BNR,0,0,1
1251,26,0,0,3,7.8958,2,DNS,BNR,0,0,1
1252,30.5,0,0,3,8.05,2,DNS,50,0,0,1
1253,44,0,0,3,8.05,2,DNS,BNR,0,0,1
1254,26,0,0,3,7.2292,0,DNS,BNR,0,0,1
1255,25,0,0,3,0,2,15,S,1,0,1
1256,26,0,0,3,7.2292,0,DNS,BNR,0,0,1
1257,7,1,1,3,15.2458,0,C,S,1,0,1
1258,9,1,1,3,15.2458,0,C,S,1,1,0
1259,29,0,2,3,15.2458,0,C,S,1,1,0
1260,36,0,0,3,7.8958,2,DNS,BNR,0,0,1
1261,18,0,0,3,9.8417,2,15,S,1,1,0
1262,63,0,0,3,9.5875,2,15,S,1,1,0
1263,6,1,1,3,14.5,2,DNS,BNR,0,0,1
1264,11.5,1,1,3,14.5,2,DNS,1,0,0,1
1265,40.5,0,2,3,14.5,2,DNS,255,0,0,1
1266,10,0,2,3,24.15,2,DNS,BNR,0,1,0
1267,36,1,1,3,24.15,2,DNS,BNR,0,0,1
1268,30,1,1,3,24.15,2,DNS,BNR,0,1,0
1269,26,0,0,3,9.5,2,DNS,BNR,0,0,1
1270,33,0,0,3,9.5,2,DNS,BNR,0,0,1
1271,28,0,0,3,9.5,2,DNS,BNR,0,0,1
1272,28,0,0,3,9.5,2,DNS,BNR,0,0,1
1273,47,0,0,3,9,2,DNS,BNR,0,0,1
1274,18,2,0,3,18,2,DNS,BNR,0,1,0
1275,31,3,0,3,18,2,DNS,BNR,0,0,1
1276,16,2,0,3,18,2,DNS,BNR,0,0,1
1277,31,1,0,3,18,2,DNS,BNR,0,1,0
1278,22,0,0,3,7.225,0,13 15,S,1,0,1
1279,20,0,0,3,7.8542,2,DNS,BNR,0,0,1
1280,14,0,0,3,7.8542,2,DNS,BNR,0,1,0
1281,22,0,0,3,7.8958,2,DNS,BNR,0,0,1
1282,22,0,0,3,9,2,DNS,BNR,0,0,1
1283,26,0,0,3,8.05,2,DNS,BNR,0,0,1
1284,26,0,0,3,7.55,2,DNS,BNR,0,0,1
1285,26,0,0,3,8.05,2,DNS,BNR,0,0,1
1286,32.5,0,0,3,9.5,2,DNS,298,0,0,1
1287,38,0,0,3,7.2292,0,C,S,1,1,0
1288,51,0,0,3,7.75,2,DNS,BNR,0,0,1
1289,18,1,0,3,6.4958,2,DNS,314,0,0,1
1290,21,1,0,3,6.4958,2,DNS,BNR,0,0,1
1291,47,1,0,3,7,2,DNS,S,1,1,0
1292,26,0,0,3,8.7125,2,DNS,BNR,0,0,1
1293,26,0,0,3,7.55,2,DNS,BNR,0,0,1
1294,26,0,0,3,8.05,2,DNS,BNR,0,0,1
1295,28.5,0,0,3,16.1,2,DNS,14,0,0,1
1296,21,0,0,3,7.25,2,DNS,BNR,0,0,1
1297,27,0,0,3,8.6625,2,DNS,131,0,0,1
1298,26,0,0,3,7.25,2,DNS,BNR,0,0,1
1299,36,0,0,3,9.5,2,DNS,BNR,0,0,1
1300,27,1,0,3,14.4542,0,C,BNR,0,0,1
1301,15,1,0,3,14.4542,0,DNS,S,1,1,0
1302,45.5,0,0,3,7.225,0,DNS,312,0,0,1
1303,26,0,0,3,7.225,0,DNS,BNR,0,0,1
1304,26,0,0,3,14.4583,0,DNS,BNR,0,0,1
1305,14.5,1,0,3,14.4542,0,DNS,328,0,1,0
1306,18,1,0,3,14.4542,0,DNS,BNR,0,1,0
1307,26.5,0,0,3,7.225,0,DNS,304,0,0,1
1308,27,0,0,3,7.225,0,DNS,BNR,0,0,1
1309,29,0,0,3,7.875,2,DNS,BNR,0,0,1
